text,date
"frustrated with the lagging pace of vaccinations at home, a growing number of rich latin americans have been flying…",2021-05-30 15:55:46
“where tens of millions of americans have opted not to get inoculated — wealthy and middle-class latin americans wi…,2021-05-30 14:54:30
trump did all he could to discredit the pandemic and the vaccines and lots of dumb americans listened to him.  alth…,2021-05-30 14:44:56
"while some americans still are refusing to  for political reasons, thousands are coming here to take adva…",2021-05-30 14:10:19
"so when covid first popped off and i heard folks with resources we’re starting to 

1. stockpile food and medical s…",2021-05-30 11:04:51
"frustrated with the lagging pace of vaccine campaigns at home and seeing a surplus of doses in the u.s., wealthy an…",2021-05-30 08:45:09
latin america’s covid wave prompts a spike in vaccine tourism,2021-05-30 08:00:46
covid-19: mp tourism department organises drive in vaccine shots for all age group,2021-05-30 07:49:49
"""‘like a dream’: latin americans head to u.s. for covid shots"" by by ernesto londoño, daniel politi and santi carne…",2021-05-30 07:27:14
‘like a dream’: latin americans head to u.s. for covid shots by juan carlos gill ramírez  nyt &gt; world news,2021-05-30 07:06:27
"'with ref eu launching its vaccine passport, you would hope the uk is synchronising. 
great news for tourism' as eu…",2021-05-30 07:04:07
"people from south america are flying to the us to get vaccinated, but i can’t &amp; i’m a us citizen 
latin america’s c…",2021-05-30 06:32:10
‘like a dream’: latin americans head to u.s. for covid shots  taxpayers are paying for usa p…,2021-05-30 04:35:13
"tavis hall works to boost the local economy through travel and tourism, showcasing what the area has to offer.  he…",2021-05-30 02:40:18
tories wanted to save the expense and effort of covid surpression measures just relying on the vaccine. that 'strat…,2021-05-29 21:14:43
‘like a dream’: latin americans head to u.s. for covid shots - the new york times  via,2021-05-29 21:06:34
"people from middle and high-income classes are travelling to usa to get their covid vaccine, since less privileged…",2021-05-29 19:04:28
"with lagging distribution at home, well-off latin americans with tourist visas are flocking to the u.s. to score co…",2021-05-29 18:45:51
they are also promoting tourism vaccine here in nyc. visit nyc and get y…,2021-05-29 18:28:22
woman is facing charges after  she drove through a local covid-19 vaccination sit…,2021-05-29 18:03:37
"""‘like a dream’: latin americans head to u.s. for covid shots"" by ernesto londoño, daniel politi and santi carneri…",2021-05-29 15:20:30
san marino launches vaccine tourism campaign using russian covid vaccine!,2021-05-29 13:36:33
"unfortunately it's bollocks. most of the students have gone, as their exams were finished a couple of…",2021-05-29 13:27:19
i remember around that time the tourism ministers welcoming ukrainian tourists on holiday while kenyans &amp; health wo…,2021-05-29 08:31:17
covid-19: mp tourism department organises drive in vaccine shots for all age group | news – times of india videos,2021-05-29 06:04:02
"vaccine tourism! travelling to russia, uae, america to get a covid-19 vaccine is the newest trend in the travel ind…",2021-05-29 05:33:06
came across this one. vaccine tourism for the rich? while states can't get vaccines from the manufacturer? next the…,2021-05-29 05:13:00
i look at lsrael and see how the pfizer vaccine has basically eliminated covid to the point where th…,2021-05-29 02:29:31
your covid related lightbulb of the day: instead of an afterthought kind of vaccine tourism where only the 1% would…,2021-05-29 00:09:07
"a  range of questions critical to our community, including seniors issues and support, tourism, support for student…",2021-05-28 21:43:45
all of these destinations rely on tourism and folks lying or forging covid vaccine cards to go to someone else’s co…,2021-05-28 15:38:09
"amba  and h.e. mr. marco campomenosi,  mep, and a member of ep committee on transport and tour…",2021-05-28 15:19:27
milwaukee’s hospitality heroes are taking their second shot today during our hospitality vaccination day at…,2021-05-28 14:01:10
yet another major publication (yesterday it was the ny times) outlines the disaster that is the bolsonaro response…,2021-05-28 12:57:27
malta latest travel updates by tourism malta | which vaccine is approved by malta ? latest update: malta tourism :…,2021-05-28 08:28:47
"sunshine coast tourism operators have been dealt another blow, with queensland slamming shut its borders to victori…",2021-05-28 08:12:54
the malaysian association of private hospitals (aphm) is requesting the government to create a globally recognised…,2021-05-28 08:05:16
here's one reason why our vaccination program sucks. our very own government cannot get their acts straight. is the…,2021-05-28 05:58:34
"show me georgia's, because i read kemp said they wouldn't have a state government pass…",2021-05-28 05:35:46
update: the country's pandemic response task force expands further the sectors included in the top vaccination prio…,2021-05-28 03:51:57
quarantine and isolation hotel workers have been included in the a1 priority group for  vaccination.,2021-05-28 03:40:00
~ wait until region victoria screams out for tourists ~…,2021-05-28 02:22:46
"""vaccine tourism"" is definitely real. j&amp;j shots are being offered to anyone at miami int'l airport for the next few…",2021-05-28 01:12:30
just in: workers in hotels operating as quarantine or isolation facilities will be prioritized for covid-19 vaccina…,2021-05-27 23:49:56
": eu legislators reach compromise on vaccine certificates, canada-us border restrictions extended to june 21s…",2021-05-27 18:40:03
"people are traveling to america with the express purpose of getting the covid vaccine. what is this, covid tourism?",2021-05-27 17:19:10
"shsp dean and former  official robert amler, m.d., m.b.a., states the efficient approach is to ship th…",2021-05-27 16:45:03
did you know that israel is getting ready to restart tourism this summer? thanks to the success of the covid-19 vac…,2021-05-27 16:32:37
administration invited covid catastrophe in kashmir by organizing mega tourism events to show normalcy in kashmir &amp;…,2021-05-27 15:12:03
"""we have arrived in the us not for the american dream, we are here for the vaccine dream,"" 49-year-old elver estela…",2021-05-27 08:26:40
latin america is very short of covid-19 vaccines. most of the over 400 million vaccine doses administered across th…,2021-05-27 07:14:41
"thai news update: 27-05-21

1. chulabhorn royal academy to import, sell covid-19 vaccine
2. locally produced astraz…",2021-05-27 07:06:05
"vaccine, mars mission, kms of highways per day, covid facilities, oxygen trans…",2021-05-26 15:25:58
mexico is tracking the stark improvement in covid numbers seen in neighboring u.s. but with a fraction of the vacci…,2021-05-26 15:00:14
"earlier in the pandemic, people were pilloried for traveling to other places to get covid shots. today, us cities a…",2021-05-26 14:31:16
"it’s good that vaccine tourists are asking these questions, but this highlights the problem w/ vaccine tourism(and…",2021-05-26 13:06:07
serbia is crowded with russians and chinese. the government has announced the cancellation of the vaccine for touri…,2021-05-26 12:12:08
！！！maldives’ tourism minister abdulla mausoom said that maldives will soon offer vaccine on arrival as part of its…,2021-05-26 12:03:39
"virus update: 
• vaccine inequality could slow india's covid-19 fight.
• countries reliant on tourism race to reope…",2021-05-26 11:45:04
"opens regional  vaccination site for  nationals.

""the uae will offer sinopharm vaccine to chine…",2021-05-26 10:45:06
humanosity's cyril zenda reports on the growing phenomenon of vaccine tourism in zimbabwe.,2021-05-26 10:22:21
please read our   post on   turkey has talked up its credentials as a…,2021-05-26 08:24:41
"amazing to hear you at tourism recovery summit riyadh, sir, w…",2021-05-26 07:58:31
"chinese nationals visiting the regional tourism and business hub will be able to get the sinopharm vaccine, making…",2021-05-26 06:15:45
"trib_al: 'nicola sturgeon says there are reasons for ""cautious optimism"" in glasgow and east renfrewshire '",2021-05-26 02:31:02
"trib_al: 'as of today, more than five million doses of vaccine have been given in scotland '",2021-05-26 02:11:02
"trib_al: 'mass testing and pop-up covid vaccination clinics needed in glasgow, says anas sarwar '",2021-05-26 02:01:01
"with 70% of adults in hawaii having at least one covid vaccine dose, gov. ige lifts the outdoor ban on masks. it'll…",2021-05-26 01:52:25
trib_al: 'coronavirus vaccination in scotland: here are the top 10 scottish areas with the highest vaccination rate…,2021-05-26 01:41:02
"memorial day and the start of the summer tourism season will bring new people – and potentially, new covid exposure…",2021-05-25 22:50:00
"all the lunacy about covid passports makes me wonder...
if canada has vaccine passports but the usa doesn't how tha…",2021-05-25 22:33:18
hcmc tourism department halts covid vaccine tours to us,2021-05-25 20:52:38
"with tourism hit hard by the pandemic, camel riders in northern kenya have repurposed their herds to help spread th…",2021-05-25 14:11:46
"the caribbean, united by tourism, is divided by covid․",2021-05-25 14:00:56
"chinese tourists can now receive covid-19 vaccines in dubai
chinese above 16 to receive sinopharm vaccine, administ…",2021-05-25 13:06:14
"stop smoking bath salts! this guy is taking away your rights, spreading covid, kill…",2021-05-25 12:30:58
"the current high case rate has been attributed to people letting their guard down over easter, according to the cou…",2021-05-25 12:27:13
coronavirus vaccination in scotland: here are the top 10 scottish areas with the highest vaccination rates,2021-05-25 12:15:56
"with a new service having been set up to allow people aged 18 to 29 to register for vaccination, ms sturgeon said i…",2021-05-25 12:06:11
nicola sturgeon told people getting vaccinated was not only about protecting themselves from the virus “it is also…,2021-05-25 12:04:28
nicola sturgeon said efforts were underway to accelerate the vaccination programme “as far and as fast as supplies…,2021-05-25 12:03:29
"scotland recorded two coronavirus patient deaths and 318 new cases in the past 24 hours, nicola sturgeon announced.",2021-05-25 11:59:02
"nicola sturgeon said 16,421 people had received their first dose of the vaccine on monday, while 29,035 scots were…",2021-05-25 11:58:30
"nicola sturgeon: ""we also expect that vaccines will offer even higher levels of effectiveness against hospitalisati…",2021-05-25 11:56:55
vaccine tourism is an industry on the rise.  via,2021-05-25 11:56:34
first minister stressed the “extensive public health efforts that are under way in glasgow will take time to work t…,2021-05-25 11:55:28
"in glasgow ms sturgeon said the seven-day average of new cases had increased, from 112 new case per 100,000 people…",2021-05-25 11:54:29
"speaking about east renfrewshire, which had been considered for level 3 restrictions, nicola sturgeon said that the…",2021-05-25 11:54:03
nicola sturgeon said: “increasingly we are monitoring whether and to what extent vaccination might be breaking that…,2021-05-25 11:52:08
the first minister said vaccination may allow the country to “change our response” to the virus.,2021-05-25 11:51:12
trib_al: 'nicola sturgeon says she hopes we might not need such 'aggressive' restrictions in future ',2021-05-25 11:51:05
nicola sturgeon said while case numbers were rising they were still “quite low relative to the situation we experie…,2021-05-25 11:50:47
nicola sturgeon says she hopes we might not need such 'aggressive' restrictions in future,2021-05-25 11:44:35
but she said “another important factor” was the latest variant of covid-19.,2021-05-25 11:41:52
she added: “some of the increase in case numbers being recorded just now will be due to the easing of restrictions…,2021-05-25 11:41:36
"ms sturgeon said while some of this rise would be due to higher testing levels, the percentage of tests that were c…",2021-05-25 11:41:21
"she told how scotland was experiencing a rise in cases, noting that over the last 16 days “case numbers albeit from…",2021-05-25 11:41:06
"with the total number of doses of vaccine being given now topping five million, the first minister said this was a…",2021-05-25 11:40:50
"nicola sturgeon confirmed 16,421 people had received their first dose of the vaccine on monday, while 29,035 scots…",2021-05-25 11:40:28
"mass testing and pop-up covid vaccination clinics needed in glasgow, says anas sarwar",2021-05-25 11:39:38
"as of today, more than five million doses of vaccine have been given in scotland",2021-05-25 11:36:54
"nicola sturgeon says there are reasons for ""cautious optimism"" in glasgow and east renfrewshire",2021-05-25 11:35:04
nicola  sturgeon says there are reasons for “cautious optimism” in glasgow and east renfrewshire,2021-05-25 11:34:13
"""in fact, just in the last 2 days or so, we may have started to see some signs that case numbers are stabilising. t…",2021-05-25 11:31:32
"""in glasgow, the 7 day average of new cases has increased since friday – from 112 new cases per 100,000, to 137. ho…",2021-05-25 11:30:57
"""in east renfrewshire, case numbers may in fact have fallen very slightly. however, it is too early to be certain a…",2021-05-25 11:30:05
"more than five million vaccine doses have now been administered in scotland, with 3,138,366 first doses and 1,881,2…",2021-05-25 11:27:54
"she said 97 people are in hospital with recently confirmed covid-19, up three on the previous day. of these, six we…",2021-05-25 11:27:38
"the first minister told a scottish government coronavirus briefing the daily test positivity rate was 2%, down from…",2021-05-25 11:27:14
it means the death toll under this daily measure – of people who first tested positive for the virus within the pre…,2021-05-25 11:26:56
"scotland has recorded two coronavirus patient deaths and 318 new cases in the past 24 hours, nicola sturgeon has an…",2021-05-25 11:26:35
"nicola sturgeon live: ""some of the increase in case numbers being recorded just now will be due to the easing of re…",2021-05-25 11:25:07
"nicola sturgeon live: ""we're seeing a rise in cases overall just now.""",2021-05-25 11:22:20
trib_al: 'nicola sturgeon live: 318 new covid-19 cases in scotland reported on tuesday - and two further deaths ',2021-05-25 11:21:08
nicola sturgeon live: 318 new covid-19 cases in scotland reported on tuesday - and two further deaths,2021-05-25 11:20:46
number of scots waiting a year or more for hospital care up 86% in three months,2021-05-25 11:18:53
labour call for mass testing and vaccines as part of glasgow exit plan,2021-05-25 11:14:56
"""the caribbean, united by tourism, is divided by covid."" by by emily palmer via nyt new york times",2021-05-25 11:06:33
coming up: nicola sturgeon is expected to speak about vaccination no-shows at 12.15 briefing. follow it via our liv…,2021-05-25 11:05:48
🔴 live 📺: nicola sturgeon is about to give a coronavirus briefing as reports of missed vaccine appointments emerge…,2021-05-25 11:01:32
first minister nicola sturgeon will hold a virtual coronavirus briefing with chief medical officer dr gregor smith…,2021-05-25 10:57:07
a new coronavirus which originated in dogs is infecting children - here's what you need to know,2021-05-25 10:51:21
"coronavirus scotland: why is spain on the amber list, what are the restrictions, can i fly from scotland to spain,…",2021-05-25 10:47:45
the united arab emirates will offer china's sinopharm ) vaccine to chinese nationals visiti…,2021-05-25 10:02:28
"tourism dept launches covid-19 vaccine drive for hospitality, travel sector",2021-05-25 08:08:44
"-19 
covishield vaccine
available at 
old hospitals baramulla
covid19 vaccination of priority group o…",2021-05-25 07:45:52
"newspaper headlines : ghanaian times 

✅ ghana to produce covid-19 vaccine ? 

✅ suspect in cape coast head teacher…",2021-05-25 07:19:26
the united arab emirates will offer china’s sinopharm vaccine to chinese nationals visiting the regional tourism an…,2021-05-25 06:00:28
iran likely to offer covid-19 vaccine tourism services in future: minister,2021-05-25 05:43:04
"that idea didn't even make it out of the hangar, let alone onto the runway.",2021-05-25 05:06:35
"with lnp senators like gerard rennick saying he’ll just “sit back and watch” rather than get the covid vaccine, it’…",2021-05-25 04:09:44
watch: border restrictions are tightening on canadians traveling to the u.s. for a covid-19 vaccine.…,2021-05-25 02:20:04
"in india, the phrase ‘vaccine tourism’ emerged and caught up in late 2020 after several travel agencies were report…",2021-05-25 00:00:00
"is vaccine uptake stimulating tourism? 
malta has become the first eu country to achieve herd immunity. the sharp d…",2021-05-24 21:37:41
pattaya city mayor to urge national vaccine committee to allocate more covid-19 vaccines to chonburi and pattaya to…,2021-05-24 21:26:14
should libertarians go with pfizer instead of vaccine tourism to european microstates for sputnik v?,2021-05-24 18:34:28
rosemary anderson said the news that european union countries would ease covid-19 travel restrictions f…,2021-05-24 15:53:05
uae and china collaborate to give chinese visitors free vaccines. clever tourism (chinese being very high value tou…,2021-05-24 13:31:33
problem is indian govt  yet has to approve both high quality medicines yet mod.. and…,2021-05-24 12:08:26
walk-in covid-19 vaccines are available in vergennes for tourism and hospitality workers today! one-and-done johnso…,2021-05-24 12:03:01
vanuatu gears up for international arrivals thanks to covid-19 vaccine delivery  …,2021-05-24 10:58:03
fancy covid jab in moscow? how vaccine vacay is transforming tourism in times of corona,2021-05-24 07:48:11
"among workers employed in tourism industry of maldives, over 57% of employees have received two doses of the covid-…",2021-05-24 07:21:19
"sign up for moderna vaccinatio ! 

click link below to sign up



…",2021-05-24 06:44:36
fancy covid jab in moscow? how vaccine vacay is transforming tourism in times of corona,2021-05-24 06:30:40
what’s vaccine tourism?,2021-05-24 06:14:44
pattaya city mayor to urge national vaccine committee to allocate more covid-19 vaccines to chonburi and pattaya to,2021-05-24 05:13:38
city mayor to urge national vaccine committee to allocate more covid-19 vaccines to chonburi and pattaya t…,2021-05-24 05:04:53
residents who work in the visitor industry are hoping the lure of covid-19 shots can attract tourists.,2021-05-23 23:00:00
"us, russia, maldives in race to start covid vaccine tourism
  via",2021-05-23 21:53:43
it’s unfortunate that  is listening to the unelected  about the indian variant of covid…,2021-05-23 20:32:46
in costa rica they are out of hospital beds and there is a waiting list. the government took…,2021-05-23 19:58:10
"people are paying a fortune to come here to obtain a vaccine, while republican idiots want to get us sick.

(it doe…",2021-05-23 18:58:56
thank heavens we have so many anti covid vaccine folks... we have plenty to... sell..,2021-05-23 17:39:10
walk-in covid-19 vaccines are available in vergennes for tourism and hospitality workers tomorrow may 24th! one-and…,2021-05-23 14:08:01
today @ 12    shares covid updates.  discusses  &amp; the ambassador pr…,2021-05-23 14:00:31
